post_id,campaign_id,influencer_id,post_date,post_type,impressions,reach,likes,comments,shares,saves,click_throughs,conversions,revenue_attributed,is_fraud_account,sponsored_tag,budget_allocated
POST_000438,CAMP_0051,INF_0013,2024-01-10,video,83918,65377,8047,1094,170,301,1683,152,28291.24,0,0,2999.54
POST_000439,CAMP_0051,INF_0007,2024-01-02,reel,92181,78952,8199,1188,457,137,2451,110,6375.81,0,0,2999.54
POST_000440,CAMP_0051,INF_0026,2024-01-03,reel,182554,165285,20720,2711,463,960,2857,252,17771.31,0,0,2999.54
POST_000441,CAMP_0051,INF_0057,2023-12-25,reel,189380,150433,12092,501,390,874,6855,73,3251.49,0,0,2999.54
POST_000442,CAMP_0051,INF_0023,2023-12-25,carousel,24434,17422,1568,103,64,108,563,43,2034.36,0,1,2999.54
POST_000443,CAMP_0051,INF_0053,2024-01-21,carousel,78715,67286,7772,815,253,262,3714,247,40798.96,0,0,2999.54
POST_000444,CAMP_0051,INF_0079,2024-01-18,post,99736,92364,7857,337,83,147,2782,375,15555.96,0,1,2999.54
POST_000445,CAMP_0051,INF_0020,2024-01-02,carousel,87772,71004,7204,376,121,556,3418,32,1289.07,0,1,2999.54
POST_000446,CAMP_0051,INF_0068,2023-12-24,carousel,196288,166179,19147,913,486,1100,1487,185,14703.96,0,0,2999.54
POST_000447,CAMP_0051,INF_0100,2024-01-14,video,69307,60553,8154,871,163,642,2217,45,3962.87,0,1,2999.54
POST_000448,CAMP_0051,INF_0070,2024-01-21,reel,201929,166385,23485,2440,726,1747,6813,93,4447.65,0,0,2999.54
POST_000449,CAMP_0051,INF_0054,2024-01-19,story,15222,13727,105872,40,35,3844,350,5,126.83,1,0,2999.54
POST_000450,CAMP_0052,INF_0037,2023-07-24,post,12126,9087,776,82,43,17,543,194,7267.98,0,0,5447.67
POST_000451,CAMP_0052,INF_0008,2023-08-19,story,18886,17519,195360,41,16,2240,670,1,10.43,1,1,5447.67
POST_000452,CAMP_0052,INF_0004,2023-08-04,post,199406,186502,6200,882,156,486,9949,132,12254.74,0,1,5447.67
POST_000453,CAMP_0053,INF_0088,2023-12-01,story,114234,102513,9551,1342,459,314,844,310,19265.68,0,1,1435.75
POST_000454,CAMP_0053,INF_0007,2023-11-29,carousel,81364,58274,5762,576,198,262,3157,382,16746.62,0,1,1435.75
POST_000455,CAMP_0053,INF_0015,2023-11-29,video,109581,84057,4153,479,150,158,5090,257,38976.74,0,0,1435.75
POST_000456,CAMP_0053,INF_0093,2023-11-26,carousel,26330,19465,1061,141,31,73,433,166,16974.14,0,0,1435.75
POST_000457,CAMP_0053,INF_0080,2023-12-03,story,41558,33517,2057,189,44,87,972,31,3381.88,0,1,1435.75
POST_000458,CAMP_0053,INF_0020,2023-11-16,story,45167,41131,1014,84,23,46,1534,48,4370.2,0,1,1435.75
POST_000459,CAMP_0053,INF_0038,2023-11-24,story,116147,90092,3700,270,138,248,4153,180,11417.38,0,1,1435.75
POST_000460,CAMP_0053,INF_0038,2023-11-22,reel,54930,49026,6580,985,313,195,1131,388,47464.57,0,1,1435.75
POST_000461,CAMP_0054,INF_0095,2023-05-31,video,141812,107554,13630,653,407,696,4235,126,19273.85,0,1,6142.25
POST_000462,CAMP_0054,INF_0083,2023-06-16,video,225921,169982,12214,492,638,506,6807,229,36851.2,0,1,6142.25
POST_000463,CAMP_0054,INF_0076,2023-06-05,story,34760,26291,1141,163,11,45,1351,424,60209.77,0,1,6142.25
POST_000464,CAMP_0054,INF_0002,2023-06-12,carousel,79564,73870,6107,206,103,306,1797,497,98914.81,0,1,6142.25
POST_000465,CAMP_0055,INF_0021,2023-02-11,post,18420,13041,2140,228,53,124,497,97,4630.12,0,0,1470.0
POST_000466,CAMP_0055,INF_0040,2023-02-08,reel,15491,12271,1801,115,38,19,305,347,41344.1,0,1,1470.0
POST_000467,CAMP_0055,INF_0054,2023-01-27,video,7572,7108,79030,26,39,5579,82,3,58.7,1,0,1470.0
POST_000468,CAMP_0055,INF_0019,2023-01-31,carousel,60150,52883,5471,475,219,230,846,490,40549.13,0,0,1470.0
POST_000469,CAMP_0056,INF_0045,2023-05-05,video,114654,90197,12373,1054,480,853,4661,387,17603.65,0,1,15525.75
POST_000470,CAMP_0056,INF_0083,2023-04-29,video,193901,179883,20356,1624,386,464,5930,326,50416.38,0,1,15525.75
POST_000471,CAMP_0056,INF_0061,2023-05-06,reel,247804,216707,10895,1464,258,659,3661,331,40188.49,0,1,15525.75
POST_000472,CAMP_0056,INF_0025,2023-05-09,story,153432,123132,11550,1726,159,248,2198,63,7292.07,0,0,15525.75
POST_000473,CAMP_0057,INF_0047,2023-01-25,video,26124,18732,1177,135,19,56,415,353,55518.05,0,1,5510.29
POST_000474,CAMP_0057,INF_0008,2023-01-15,story,12713,9293,123175,30,15,7624,159,0,0.0,1,0,5510.29
POST_000475,CAMP_0057,INF_0070,2023-01-16,video,95060,83100,6090,312,278,417,3946,467,67601.75,0,0,5510.29
POST_000476,CAMP_0057,INF_0075,2023-02-08,post,107879,85619,6947,707,86,185,983,203,32563.11,0,1,5510.29
POST_000477,CAMP_0057,INF_0039,2023-01-13,post,13629,12007,732,38,31,9,382,122,23544.38,0,1,5510.29
POST_000478,CAMP_0057,INF_0075,2023-01-17,post,76155,55324,2966,162,109,96,432,490,50342.43,0,1,5510.29
POST_000479,CAMP_0057,INF_0086,2023-01-11,reel,3762,3466,247,9,12,9,148,342,46534.09,0,1,5510.29
POST_000480,CAMP_0058,INF_0099,2023-11-19,story,173852,164204,15262,2238,681,864,1397,180,10765.13,0,0,1490.25
POST_000481,CAMP_0058,INF_0011,2023-10-26,post,209742,147931,13610,1242,640,859,2219,267,34675.2,0,0,1490.25
POST_000482,CAMP_0058,INF_0054,2023-11-10,story,17406,13063,113844,89,10,4132,589,0,0.0,1,0,1490.25
POST_000483,CAMP_0058,INF_0100,2023-11-15,reel,261776,217331,31113,2590,1675,2440,8942,78,6027.96,0,1,1490.25
POST_000484,CAMP_0058,INF_0086,2023-11-24,post,45515,40980,4765,332,105,279,683,286,11209.08,0,1,1490.25
POST_000485,CAMP_0058,INF_0018,2023-10-27,post,81566,76229,5239,160,280,98,1045,45,8645.51,0,0,1490.25
POST_000486,CAMP_0058,INF_0096,2023-10-31,carousel,52131,39736,3264,280,59,97,1312,111,7951.73,0,0,1490.25
POST_000487,CAMP_0058,INF_0060,2023-11-09,video,91095,75273,6205,894,173,381,3572,203,11879.61,0,1,1490.25
POST_000488,CAMP_0059,INF_0002,2023-08-08,carousel,133894,114011,10080,514,292,151,1492,166,17780.68,0,1,9061.2
POST_000489,CAMP_0059,INF_0039,2023-08-08,video,20751,19403,808,25,28,62,452,381,35670.68,0,1,9061.2
POST_000490,CAMP_0059,INF_0086,2023-08-25,carousel,80633,59716,6356,502,75,403,3875,481,24608.53,0,1,9061.2
POST_000491,CAMP_0059,INF_0076,2023-08-19,post,143025,108783,11942,885,153,148,5948,207,38814.2,0,0,9061.2
POST_000492,CAMP_0059,INF_0093,2023-08-15,carousel,185117,173629,6439,660,368,443,1028,85,6224.46,0,0,9061.2
POST_000493,CAMP_0060,INF_0065,2023-09-30,carousel,70752,66642,7853,1061,143,440,1572,228,16641.29,0,1,7376.0
POST_000494,CAMP_0060,INF_0092,2023-10-16,story,135244,122200,14557,1707,210,419,1951,335,42660.24,0,1,7376.0
POST_000495,CAMP_0060,INF_0040,2023-10-04,carousel,105820,85101,12561,1607,126,379,2581,45,7269.14,0,0,7376.0
POST_000496,CAMP_0060,INF_0059,2023-09-24,video,8053,6778,85214,35,36,2120,113,1,20.05,1,0,7376.0
POST_000497,CAMP_0061,INF_0081,2023-08-23,reel,12922,9076,746,47,20,21,620,309,21603.0,0,0,4924.5
POST_000498,CAMP_0061,INF_0020,2023-08-23,video,12640,11239,1253,94,45,65,254,399,30001.64,0,1,4924.5
POST_000499,CAMP_0061,INF_0099,2023-09-04,story,100476,90585,11464,1258,331,117,4438,39,7636.27,0,1,4924.5
POST_000500,CAMP_0061,INF_0088,2023-08-30,post,231616,183464,26057,862,420,1388,8025,281,21780.16,0,1,4924.5
POST_000501,CAMP_0061,INF_0045,2023-08-28,story,95653,87843,3710,550,214,288,3645,426,36112.53,0,1,4924.5
POST_000502,CAMP_0061,INF_0092,2023-09-07,video,59144,55992,3549,367,49,248,2704,229,43428.57,0,1,4924.5
POST_000503,CAMP_0061,INF_0011,2023-08-24,reel,73856,54060,6735,905,362,443,1370,411,72194.8,0,1,4924.5
POST_000504,CAMP_0061,INF_0064,2023-09-01,reel,59388,43137,6859,602,254,545,375,134,8841.18,0,1,4924.5
POST_000505,CAMP_0062,INF_0091,2023-06-29,story,30261,24034,1612,91,62,97,1153,483,63811.79,0,1,6478.4
POST_000506,CAMP_0062,INF_0077,2023-06-18,reel,168794,122855,12860,1706,648,434,5342,124,9181.7,0,0,6478.4
POST_000507,CAMP_0062,INF_0023,2023-06-09,story,263017,188181,20326,920,521,965,11341,204,26127.48,0,1,6478.4
POST_000508,CAMP_0062,INF_0026,2023-06-16,reel,97125,77586,9688,1376,158,461,2498,349,46163.97,0,0,6478.4
POST_000509,CAMP_0062,INF_0048,2023-07-02,reel,288193,244883,29891,2689,980,945,14284,317,24782.04,0,0,6478.4
POST_000510,CAMP_0062,INF_0090,2023-07-09,video,103576,74026,9389,820,482,626,1229,263,20922.75,0,0,6478.4
POST_000511,CAMP_0062,INF_0013,2023-07-06,video,242619,213953,24514,2795,309,758,10111,453,73352.74,0,0,6478.4
POST_000512,CAMP_0062,INF_0014,2023-06-11,carousel,6991,6163,375,41,22,11,325,397,38323.07,0,1,6478.4
POST_000513,CAMP_0062,INF_0054,2023-06-29,post,7144,6031,134782,84,8,5516,190,5,80.41,1,0,6478.4
POST_000514,CAMP_0062,INF_0073,2023-06-12,post,26546,21081,2517,297,26,198,944,381,66882.27,0,0,6478.4
POST_000515,CAMP_0063,INF_0093,2023-05-08,story,113891,99312,3969,463,88,304,3915,70,4966.18,0,1,4210.0
POST_000516,CAMP_0063,INF_0010,2023-05-05,story,212092,181992,21110,2301,1031,868,1171,452,76430.12,0,0,4210.0
POST_000517,CAMP_0063,INF_0098,2023-05-11,video,8371,6432,704,97,14,43,341,310,39496.15,0,0,4210.0
POST_000518,CAMP_0063,INF_0018,2023-05-15,carousel,80565,60119,6804,558,262,455,474,60,5117.34,0,1,4210.0
POST_000519,CAMP_0063,INF_0006,2023-04-29,reel,15844,11806,1243,143,61,64,207,73,11541.04,0,1,4210.0
POST_000520,CAMP_0063,INF_0099,2023-05-20,reel,122558,88383,2930,290,124,54,2259,54,6783.72,0,0,4210.0
POST_000521,CAMP_0063,INF_0066,2023-05-09,story,15783,13648,50022,41,24,2058,488,0,0.0,1,1,4210.0
POST_000522,CAMP_0064,INF_0053,2023-10-31,carousel,55149,41582,1305,61,68,45,594,120,23131.43,0,1,5947.0
POST_000523,CAMP_0064,INF_0099,2023-10-20,video,18909,17680,871,94,15,17,267,243,10729.23,0,1,5947.0
POST_000524,CAMP_0064,INF_0036,2023-10-17,video,174560,158045,6853,511,293,220,7061,430,50285.35,0,1,5947.0
POST_000525,CAMP_0064,INF_0054,2023-11-02,carousel,14889,11936,114880,19,22,3797,134,0,0.0,1,1,5947.0
POST_000526,CAMP_0064,INF_0021,2023-10-19,video,108994,102230,11649,665,122,754,1150,203,39892.03,0,1,5947.0
POST_000527,CAMP_0064,INF_0010,2023-10-20,carousel,185971,134785,12824,1198,577,171,3591,453,35306.57,0,1,5947.0
POST_000528,CAMP_0065,INF_0019,2023-12-21,post,260414,210867,30585,3514,686,1063,6794,321,32453.56,0,1,1503.73
POST_000529,CAMP_0065,INF_0081,2024-01-03,reel,100473,94129,7240,841,406,278,1916,127,10399.0,0,0,1503.73
POST_000530,CAMP_0065,INF_0068,2023-12-16,carousel,49881,46508,4638,665,84,308,273,39,1730.8,0,1,1503.73
POST_000531,CAMP_0065,INF_0079,2023-12-29,reel,145859,116886,13576,1188,485,721,6708,356,64426.63,0,0,1503.73
POST_000532,CAMP_0065,INF_0056,2024-01-02,carousel,134691,117318,9890,706,590,128,3392,348,66693.37,0,0,1503.73
POST_000533,CAMP_0065,INF_0089,2023-12-23,story,236027,221421,22746,3149,426,900,5206,197,34021.81,0,1,1503.73
POST_000534,CAMP_0065,INF_0041,2023-12-16,video,19488,15071,1713,222,89,42,744,449,22466.67,0,1,1503.73
POST_000535,CAMP_0065,INF_0060,2023-12-21,carousel,77814,70973,8786,1274,314,123,409,467,16822.72,0,1,1503.73
POST_000536,CAMP_0065,INF_0026,2023-12-10,video,49456,40702,1519,109,70,24,1391,215,19408.16,0,0,1503.73
POST_000537,CAMP_0065,INF_0069,2023-12-18,story,38405,30383,2640,128,113,191,1119,125,13752.35,0,1,1503.73
POST_000538,CAMP_0065,INF_0072,2023-12-18,post,42995,31286,3681,304,62,110,473,392,40679.1,0,1,1503.73
POST_000539,CAMP_0065,INF_0066,2024-01-06,story,19761,14419,58285,30,47,2578,539,1,28.97,1,0,1503.73
POST_000540,CAMP_0065,INF_0015,2023-12-19,post,96548,70232,9464,738,438,166,574,389,67421.75,0,0,1503.73
POST_000541,CAMP_0065,INF_0057,2023-12-26,reel,74167,59970,7174,418,315,217,1992,185,19062.97,0,1,1503.73
POST_000542,CAMP_0065,INF_0027,2023-12-29,post,63475,55006,5898,309,141,236,1670,68,12029.77,0,0,1503.73
POST_000543,CAMP_0066,INF_0071,2023-10-23,reel,63895,54573,2047,159,48,33,465,108,20298.25,0,1,1978.8
POST_000544,CAMP_0066,INF_0051,2023-10-23,reel,79549,61735,6628,382,177,191,1402,255,10309.51,0,1,1978.8
POST_000545,CAMP_0066,INF_0019,2023-10-20,post,132645,102312,6895,246,83,204,4283,36,5121.84,0,1,1978.8
POST_000546,CAMP_0066,INF_0100,2023-10-27,post,25615,20051,1770,124,27,109,544,352,11377.51,0,1,1978.8
POST_000547,CAMP_0066,INF_0060,2023-10-29,reel,63676,45226,2610,198,141,203,2851,76,10413.9,0,0,1978.8
POST_000548,CAMP_0067,INF_0020,2023-01-16,reel,95094,88219,10242,1356,566,150,2268,187,34059.29,0,0,4828.67
POST_000549,CAMP_0067,INF_0045,2023-01-24,post,42513,37631,3812,173,46,144,1522,299,12060.13,0,0,4828.67
POST_000550,CAMP_0067,INF_0010,2023-01-07,reel,33283,24629,2360,230,69,59,1209,320,24369.28,0,1,4828.67
POST_000551,CAMP_0067,INF_0095,2023-01-05,post,141207,106750,10238,679,215,484,2560,372,28140.87,0,0,4828.67
POST_000552,CAMP_0067,INF_0062,2023-01-28,post,314389,262089,35439,2213,1755,357,6487,338,66452.16,0,1,4828.67
POST_000553,CAMP_0067,INF_0031,2023-01-11,story,26265,24854,2378,228,109,127,143,219,40015.04,0,1,4828.67
POST_000554,CAMP_0067,INF_0048,2023-01-26,carousel,64575,46920,3097,188,33,192,1432,346,67950.8,0,1,4828.67
POST_000555,CAMP_0067,INF_0077,2023-01-20,video,219383,162104,17645,965,566,462,8266,176,13322.3,0,1,4828.67
POST_000556,CAMP_0067,INF_0054,2023-01-28,post,19781,14780,175568,21,36,7784,748,1,19.19,1,1,4828.67
POST_000557,CAMP_0067,INF_0016,2023-01-04,video,4587,3492,497,63,22,36,223,106,4431.56,0,0,4828.67
POST_000558,CAMP_0067,INF_0013,2023-01-05,reel,160079,142608,14835,1883,595,817,1115,203,19341.51,0,0,4828.67
POST_000559,CAMP_0067,INF_0042,2023-01-05,carousel,61378,54260,2103,221,22,70,2260,14,2699.13,0,0,4828.67
POST_000560,CAMP_0068,INF_0014,2023-08-29,post,50416,35306,5167,218,128,132,766,271,48969.07,0,1,3492.11
POST_000561,CAMP_0068,INF_0076,2023-09-11,reel,25666,21121,1249,175,55,99,387,361,65094.82,0,1,3492.11
POST_000562,CAMP_0068,INF_0090,2023-09-04,post,28036,20873,1496,109,84,70,896,53,9659.23,0,1,3492.11
POST_000563,CAMP_0068,INF_0082,2023-09-14,video,53259,46092,4724,495,115,355,2209,458,21831.41,0,0,3492.11
POST_000564,CAMP_0068,INF_0031,2023-08-30,video,42405,38319,4804,229,205,86,1027,173,9536.22,0,1,3492.11
POST_000565,CAMP_0068,INF_0048,2023-08-31,video,12472,10606,1490,77,43,81,139,173,19724.61,0,0,3492.11
POST_000566,CAMP_0068,INF_0025,2023-08-18,carousel,72310,63540,5040,474,184,236,2888,430,29721.37,0,0,3492.11
POST_000567,CAMP_0068,INF_0055,2023-09-15,post,56921,52949,3197,173,167,45,1179,195,24360.11,0,0,3492.11
POST_000568,CAMP_0068,INF_0027,2023-09-11,post,60011,42845,6212,597,351,122,2898,225,16025.53,0,0,3492.11
POST_000569,CAMP_0069,INF_0038,2023-03-02,post,60981,43890,4766,415,189,73,1866,90,3161.84,0,1,15847.75
POST_000570,CAMP_0069,INF_0003,2023-03-04,story,46694,37868,3127,146,113,172,261,495,40053.57,0,0,15847.75
POST_000571,CAMP_0069,INF_0097,2023-03-17,video,11795,10261,993,101,18,70,353,92,2929.97,0,1,15847.75
POST_000572,CAMP_0069,INF_0038,2023-03-07,video,215812,203830,10920,625,617,204,3136,149,29119.19,0,0,15847.75
POST_000573,CAMP_0070,INF_0022,2023-07-26,story,83182,60481,5033,380,64,77,2673,200,27986.0,0,1,9066.43
POST_000574,CAMP_0070,INF_0019,2023-07-29,post,4802,4023,174,7,3,9,31,15,2379.13,0,1,9066.43
POST_000575,CAMP_0070,INF_0075,2023-07-22,story,34015,23882,2601,253,128,90,602,33,1259.55,0,1,9066.43
POST_000576,CAMP_0070,INF_0056,2023-07-30,video,57976,53577,5518,646,323,249,1600,369,53393.08,0,0,9066.43
POST_000577,CAMP_0070,INF_0085,2023-08-10,video,7878,5669,458,45,24,24,377,158,9070.45,0,0,9066.43
POST_000578,CAMP_0070,INF_0082,2023-08-12,carousel,107509,92764,9476,444,435,711,2189,266,31327.12,0,0,9066.43
POST_000579,CAMP_0070,INF_0047,2023-08-01,post,50164,37733,4130,589,49,217,420,374,60442.05,0,0,9066.43
POST_000580,CAMP_0071,INF_0057,2023-10-24,video,62067,47449,2243,142,63,96,1025,55,2315.1,0,1,3739.0
POST_000581,CAMP_0071,INF_0100,2023-10-14,video,226416,207000,25807,3783,888,1914,2446,196,34501.99,0,1,3739.0
POST_000582,CAMP_0071,INF_0010,2023-10-30,reel,166100,142040,19135,1432,844,1053,6369,269,28652.72,0,0,3739.0
POST_000583,CAMP_0071,INF_0002,2023-10-29,reel,220421,166585,4583,606,112,326,7739,91,11549.97,0,1,3739.0
POST_000584,CAMP_0071,INF_0077,2023-10-31,video,94989,84735,6982,895,107,167,1880,102,15749.03,0,1,3739.0
POST_000585,CAMP_0071,INF_0031,2023-10-19,post,128775,120679,8837,1009,298,178,1880,152,16306.31,0,0,3739.0
POST_000586,CAMP_0071,INF_0087,2023-10-08,reel,180725,169549,4742,602,234,274,3098,252,16702.95,0,0,3739.0
POST_000587,CAMP_0071,INF_0080,2023-10-18,post,9034,7836,428,17,22,12,382,241,42926.72,0,0,3739.0
POST_000588,CAMP_0071,INF_0090,2023-10-17,video,303964,253468,16475,1983,300,1068,14727,188,35744.45,0,1,3739.0
POST_000589,CAMP_0071,INF_0050,2023-10-04,carousel,123658,105619,9525,1226,362,311,6107,467,61416.04,0,1,3739.0
POST_000590,CAMP_0071,INF_0046,2023-10-23,video,2366,1811,155,7,8,9,117,68,11195.71,0,0,3739.0
POST_000591,CAMP_0072,INF_0064,2023-03-10,story,77197,63727,9045,897,96,639,2815,426,39125.99,0,1,2418.2
POST_000592,CAMP_0072,INF_0064,2023-03-30,post,76892,62644,4246,403,153,153,2297,401,34923.3,0,0,2418.2
POST_000593,CAMP_0072,INF_0058,2023-03-21,story,12141,10629,150024,46,47,11349,555,5,118.03,1,0,2418.2
POST_000594,CAMP_0072,INF_0004,2023-03-24,carousel,29725,27697,903,97,36,15,742,220,10477.46,0,0,2418.2
POST_000595,CAMP_0072,INF_0075,2023-03-28,video,97269,91203,6036,342,197,208,3960,205,10140.36,0,1,2418.2
POST_000596,CAMP_0072,INF_0019,2023-03-08,carousel,142820,110100,12066,1498,359,863,2414,491,46001.52,0,1,2418.2
POST_000597,CAMP_0072,INF_0070,2023-03-27,carousel,87686,79356,9647,769,103,501,1760,88,14466.03,0,1,2418.2
POST_000598,CAMP_0072,INF_0078,2023-03-19,video,57123,41826,3378,351,100,184,2797,36,5984.15,0,0,2418.2
POST_000599,CAMP_0072,INF_0061,2023-03-04,carousel,139005,124558,9970,822,149,688,4619,420,21619.98,0,1,2418.2
POST_000600,CAMP_0072,INF_0022,2023-03-25,carousel,191696,141521,22020,1199,322,1172,5648,233,7447.03,0,0,2418.2
POST_000601,CAMP_0073,INF_0058,2023-11-17,post,15346,12796,143879,33,20,3908,615,5,139.79,1,1,6128.0
POST_000602,CAMP_0073,INF_0003,2023-11-26,reel,104797,76264,2638,105,45,197,1102,21,2909.04,0,0,6128.0
POST_000603,CAMP_0073,INF_0074,2023-11-20,reel,39374,32395,1498,58,78,17,327,477,82289.03,0,0,6128.0
POST_000604,CAMP_0073,INF_0099,2023-11-17,reel,59057,54681,3397,229,188,190,1972,423,24274.96,0,0,6128.0
POST_000605,CAMP_0074,INF_0012,2023-04-11,post,6992,5272,100553,87,6,3573,317,4,41.84,1,0,3803.43
POST_000606,CAMP_0074,INF_0035,2023-04-25,reel,32365,25475,917,103,14,44,590,150,16780.16,0,1,3803.43
POST_000607,CAMP_0074,INF_0035,2023-04-17,story,95222,89553,5712,303,106,98,3874,361,62751.22,0,1,3803.43
POST_000608,CAMP_0074,INF_0100,2023-04-03,story,52947,45308,6108,540,330,320,1287,226,29690.99,0,1,3803.43
POST_000609,CAMP_0074,INF_0060,2023-04-13,video,128426,99320,13090,1098,713,888,4370,500,58465.33,0,1,3803.43
POST_000610,CAMP_0074,INF_0001,2023-04-01,story,25223,20001,958,65,47,61,264,193,13838.89,0,1,3803.43
POST_000611,CAMP_0074,INF_0053,2023-03-28,video,38979,30049,2061,176,102,51,576,470,32688.63,0,1,3803.43
POST_000612,CAMP_0075,INF_0072,2023-09-16,story,52513,36993,1701,85,44,110,1623,206,14459.5,0,0,3329.08
POST_000613,CAMP_0075,INF_0095,2023-09-17,story,182107,156829,6028,880,71,89,1690,283,52656.64,0,1,3329.08
POST_000614,CAMP_0075,INF_0081,2023-10-05,reel,107804,86063,5575,398,77,327,2744,406,33795.32,0,0,3329.08
POST_000615,CAMP_0075,INF_0068,2023-09-26,video,144986,109694,11859,397,146,191,5449,15,803.77,0,1,3329.08
POST_000616,CAMP_0075,INF_0058,2023-09-25,reel,5080,3890,63760,43,7,3707,206,0,0.0,1,1,3329.08
POST_000617,CAMP_0075,INF_0065,2023-10-10,carousel,76068,70130,8556,855,136,664,1795,173,30538.33,0,1,3329.08
POST_000618,CAMP_0075,INF_0069,2023-10-09,video,61625,46616,4483,445,193,127,1129,153,12962.91,0,0,3329.08
POST_000619,CAMP_0075,INF_0044,2023-09-18,video,82704,59138,8873,968,414,96,1217,115,17036.57,0,1,3329.08
POST_000620,CAMP_0075,INF_0082,2023-10-10,story,40641,35647,2196,280,105,122,1753,273,48031.07,0,0,3329.08
POST_000621,CAMP_0075,INF_0020,2023-10-10,video,86216,64402,9627,734,314,283,1068,327,38353.47,0,1,3329.08
POST_000622,CAMP_0075,INF_0005,2023-10-14,video,205783,153669,6215,530,95,74,7158,66,4679.11,0,1,3329.08
POST_000623,CAMP_0075,INF_0050,2023-09-29,carousel,49153,38508,5539,222,174,226,1063,87,8480.57,0,0,3329.08
POST_000624,CAMP_0075,INF_0005,2023-10-02,carousel,113703,93623,12825,683,249,517,4053,100,13098.84,0,0,3329.08
POST_000625,CAMP_0076,INF_0096,2023-10-10,carousel,231705,178875,20660,1847,383,211,3088,114,10157.13,0,1,4564.25
POST_000626,CAMP_0076,INF_0022,2023-10-11,video,111152,81747,12300,721,316,133,2929,45,2624.84,0,1,4564.25
POST_000627,CAMP_0076,INF_0006,2023-10-12,video,3287,2780,152,5,6,6,53,446,14118.02,0,0,4564.25
POST_000628,CAMP_0076,INF_0004,2023-10-25,post,16963,15161,1301,193,67,22,698,278,32118.7,0,1,4564.25
POST_000629,CAMP_0076,INF_0027,2023-10-01,story,95562,74087,5263,502,227,175,2704,139,12778.16,0,1,4564.25
POST_000630,CAMP_0076,INF_0007,2023-10-22,post,16796,13257,1208,128,21,14,520,220,38624.33,0,1,4564.25
POST_000631,CAMP_0076,INF_0011,2023-10-29,carousel,43288,40032,1252,175,36,51,2083,65,12618.26,0,0,4564.25
POST_000632,CAMP_0076,INF_0023,2023-10-10,post,93115,66137,5110,356,201,237,1903,493,98092.42,0,0,4564.25
POST_000633,CAMP_0076,INF_0063,2023-10-01,video,18030,16800,169282,82,27,3436,642,2,24.41,1,1,4564.25
POST_000634,CAMP_0076,INF_0072,2023-10-02,post,144402,111298,5236,462,69,269,1067,160,5224.11,0,1,4564.25
POST_000635,CAMP_0076,INF_0040,2023-10-26,carousel,2746,2378,236,7,5,15,32,189,33903.34,0,0,4564.25
POST_000636,CAMP_0076,INF_0011,2023-10-02,video,99429,92790,11890,637,466,325,3532,51,4051.25,0,1,4564.25
POST_000637,CAMP_0077,INF_0043,2023-12-03,story,34251,25137,2177,294,109,106,635,81,11839.33,0,0,7824.8
POST_000638,CAMP_0077,INF_0097,2023-11-30,post,70790,58871,5863,559,168,343,1958,458,78663.74,0,1,7824.8
POST_000639,CAMP_0077,INF_0010,2023-12-27,video,78305,56544,5219,758,172,103,3587,477,59631.94,0,0,7824.8
POST_000640,CAMP_0077,INF_0027,2023-12-24,video,125967,92142,4122,392,157,234,3253,160,6256.18,0,1,7824.8
POST_000641,CAMP_0077,INF_0031,2023-12-23,story,59007,49646,1502,194,63,87,2590,180,23586.79,0,0,7824.8
POST_000642,CAMP_0078,INF_0075,2023-08-19,post,46102,35739,3513,513,59,111,2282,468,67797.16,0,0,7250.75
POST_000643,CAMP_0078,INF_0068,2023-08-08,reel,167092,127290,14834,649,148,255,1020,319,57286.93,0,1,7250.75
POST_000644,CAMP_0078,INF_0074,2023-08-19,carousel,27991,21415,900,70,53,47,693,429,30003.29,0,0,7250.75
POST_000645,CAMP_0078,INF_0006,2023-08-15,carousel,43496,32625,964,45,45,42,784,133,7851.23,0,0,7250.75
POST_000646,CAMP_0079,INF_0096,2023-10-11,video,168265,129433,14423,1201,799,1135,3550,191,36992.0,0,0,188.15
POST_000647,CAMP_0079,INF_0050,2023-10-20,carousel,120536,94599,8739,800,163,524,4869,87,7814.11,0,1,188.15
POST_000648,CAMP_0079,INF_0067,2023-10-27,video,232251,197752,11680,902,651,264,8565,340,38160.44,0,1,188.15
POST_000649,CAMP_0079,INF_0040,2023-09-28,reel,37786,34498,2980,297,116,63,353,434,42810.43,0,0,188.15
POST_000650,CAMP_0079,INF_0070,2023-10-22,post,176263,128030,11922,1444,704,854,6656,423,78650.76,0,1,188.15
POST_000651,CAMP_0079,INF_0011,2023-09-29,video,274461,244500,30804,1153,693,1615,11755,29,5044.73,0,0,188.15
POST_000652,CAMP_0079,INF_0042,2023-10-05,video,28537,23097,1853,85,77,55,401,294,18802.73,0,0,188.15
POST_000653,CAMP_0079,INF_0043,2023-09-30,post,136823,96913,13800,732,539,273,716,332,64132.94,0,1,188.15
POST_000654,CAMP_0079,INF_0003,2023-10-13,video,129646,96914,3525,184,163,86,5476,476,73212.7,0,1,188.15
POST_000655,CAMP_0079,INF_0046,2023-10-24,reel,90401,76143,6858,319,91,129,2556,228,31083.24,0,0,188.15
POST_000656,CAMP_0079,INF_0057,2023-10-26,story,26679,21279,670,63,7,23,1180,430,81659.14,0,0,188.15
