engagement_id,post_id,comment_sentiment,commenter_follower_count,commenter_account_age_days,like_velocity_per_hour,engagement_spike_detected,bot_probability
ENG_00004893,POST_000538,positive,2164,671,19,0,0.009
ENG_00004894,POST_000538,positive,624,1355,63,0,0.13
ENG_00004895,POST_000538,negative,4717,1141,439,0,0.127
ENG_00004896,POST_000539,spam,24,25,41742,1,0.832
ENG_00004897,POST_000539,neutral,42,26,21915,1,0.953
ENG_00004898,POST_000539,spam,9,27,16476,1,0.984
ENG_00004899,POST_000539,spam,25,4,27508,1,0.946
ENG_00004900,POST_000539,spam,35,14,25809,1,0.815
ENG_00004901,POST_000539,spam,8,21,47691,1,0.973
ENG_00004902,POST_000539,spam,9,9,30473,1,0.791
ENG_00004903,POST_000539,spam,9,8,27236,1,0.936
ENG_00004904,POST_000539,neutral,1,4,34992,1,0.781
ENG_00004905,POST_000539,spam,38,6,31117,1,0.814
ENG_00004906,POST_000539,spam,3,21,74003,1,0.886
ENG_00004907,POST_000539,spam,14,11,40179,1,0.932
ENG_00004908,POST_000539,spam,24,4,73529,1,0.989
ENG_00004909,POST_000539,spam,17,29,78084,1,0.816
ENG_00004910,POST_000540,positive,3178,765,38,0,0.135
ENG_00004911,POST_000540,neutral,4983,1958,242,0,0.069
ENG_00004912,POST_000540,negative,1865,949,45,0,0.136
ENG_00004913,POST_000540,positive,1650,180,338,0,0.07
ENG_00004914,POST_000540,neutral,3312,683,468,0,0.139
ENG_00004915,POST_000540,positive,1155,1173,495,0,0.028
ENG_00004916,POST_000540,positive,2839,1046,250,0,0.126
ENG_00004917,POST_000540,positive,664,1183,391,0,0.14
ENG_00004918,POST_000540,neutral,3617,563,310,0,0.022
ENG_00004919,POST_000540,positive,5000,1549,289,0,0.086
ENG_00004920,POST_000540,neutral,3826,580,288,0,0.109
ENG_00004921,POST_000540,positive,2563,577,494,0,0.075
ENG_00004922,POST_000540,positive,3640,520,314,0,0.024
ENG_00004923,POST_000540,positive,1415,1265,447,0,0.033
ENG_00004924,POST_000541,neutral,777,583,266,0,0.141
ENG_00004925,POST_000541,positive,1438,625,182,0,0.09
ENG_00004926,POST_000541,positive,1284,1173,358,0,0.004
ENG_00004927,POST_000541,neutral,2486,1855,445,0,0.006
ENG_00004928,POST_000541,neutral,885,749,163,0,0.011
ENG_00004929,POST_000541,positive,1414,559,312,0,0.148
ENG_00004930,POST_000541,positive,3128,974,236,0,0.101
ENG_00004931,POST_000541,neutral,4747,631,304,0,0.106
ENG_00004932,POST_000541,negative,2954,250,153,0,0.062
ENG_00004933,POST_000541,positive,1649,582,339,0,0.143
ENG_00004934,POST_000541,positive,2986,582,449,0,0.051
ENG_00004935,POST_000542,neutral,2019,604,376,0,0.078
ENG_00004936,POST_000542,neutral,4871,927,413,0,0.094
ENG_00004937,POST_000542,neutral,277,877,134,0,0.114
ENG_00004938,POST_000542,neutral,2295,876,297,0,0.072
ENG_00004939,POST_000542,neutral,584,1221,368,0,0.149
ENG_00004940,POST_000542,positive,4007,444,125,0,0.027
ENG_00004941,POST_000542,neutral,1665,208,12,0,0.072
ENG_00004942,POST_000542,neutral,673,1321,233,0,0.09
ENG_00004943,POST_000542,positive,2541,986,358,0,0.068
ENG_00004944,POST_000542,positive,2967,524,390,0,0.093
ENG_00004945,POST_000542,positive,2144,1695,197,0,0.143
ENG_00004946,POST_000542,positive,3074,264,294,0,0.096
ENG_00004947,POST_000542,positive,1217,1541,439,0,0.021
ENG_00004948,POST_000542,negative,105,1708,98,0,0.05
ENG_00004949,POST_000542,positive,3122,1824,420,0,0.095
ENG_00004950,POST_000543,positive,946,1810,66,0,0.112
ENG_00004951,POST_000543,positive,3114,907,388,0,0.062
ENG_00004952,POST_000543,neutral,687,472,226,0,0.099
ENG_00004953,POST_000543,positive,4256,233,412,0,0.097
ENG_00004954,POST_000543,neutral,2273,281,388,0,0.047
ENG_00004955,POST_000543,positive,4063,252,137,0,0.03
ENG_00004956,POST_000543,negative,1496,1903,157,0,0.126
ENG_00004957,POST_000543,positive,1726,1644,89,0,0.004
ENG_00004958,POST_000543,positive,1942,467,218,0,0.095
ENG_00004959,POST_000543,positive,1907,791,454,0,0.009
ENG_00004960,POST_000543,neutral,1801,1159,46,0,0.052
ENG_00004961,POST_000543,negative,2283,569,416,0,0.018
ENG_00004962,POST_000543,neutral,2845,1564,441,0,0.14
ENG_00004963,POST_000543,neutral,347,1447,477,0,0.134
ENG_00004964,POST_000544,positive,739,1710,105,0,0.025
ENG_00004965,POST_000544,positive,3391,744,310,0,0.067
ENG_00004966,POST_000544,positive,3897,306,232,0,0.066
ENG_00004967,POST_000544,neutral,3223,774,154,0,0.024
ENG_00004968,POST_000544,positive,2006,255,248,0,0.147
ENG_00004969,POST_000544,neutral,3869,1253,50,0,0.11
ENG_00004970,POST_000544,neutral,400,403,79,0,0.044
ENG_00004971,POST_000544,negative,2475,1252,404,0,0.001
ENG_00004972,POST_000545,neutral,2535,443,63,0,0.017
ENG_00004973,POST_000545,neutral,2618,1647,310,0,0.098
ENG_00004974,POST_000545,positive,2198,1376,45,0,0.124
ENG_00004975,POST_000545,neutral,605,1079,96,0,0.105
ENG_00004976,POST_000545,neutral,2503,1347,98,0,0.15
ENG_00004977,POST_000545,positive,1803,213,375,0,0.144
ENG_00004978,POST_000545,positive,2270,355,76,0,0.011
ENG_00004979,POST_000545,positive,2348,1582,115,0,0.011
ENG_00004980,POST_000545,negative,3134,1789,14,0,0.033
ENG_00004981,POST_000546,neutral,4307,1113,291,0,0.047
ENG_00004982,POST_000546,positive,226,1758,230,0,0.067
ENG_00004983,POST_000546,negative,1048,727,69,0,0.04
ENG_00004984,POST_000546,positive,689,860,216,0,0.003
ENG_00004985,POST_000546,positive,2277,1653,77,0,0.14
ENG_00004986,POST_000546,positive,1378,313,185,0,0.117
ENG_00004987,POST_000546,neutral,1040,394,181,0,0.018
ENG_00004988,POST_000546,positive,3658,536,452,0,0.109
ENG_00004989,POST_000547,positive,3129,1442,108,0,0.039
ENG_00004990,POST_000547,positive,960,1505,448,0,0.063
ENG_00004991,POST_000547,positive,2186,1608,457,0,0.075
ENG_00004992,POST_000547,negative,2948,621,72,0,0.127
ENG_00004993,POST_000548,positive,4189,332,105,0,0.022
ENG_00004994,POST_000548,positive,2737,1682,26,0,0.082
ENG_00004995,POST_000548,spam,2728,1846,380,0,0.112
ENG_00004996,POST_000549,negative,4595,1239,233,0,0.108
ENG_00004997,POST_000549,positive,3610,1560,313,0,0.019
ENG_00004998,POST_000549,neutral,1986,1844,130,0,0.061
ENG_00004999,POST_000549,positive,222,1372,386,0,0.098
ENG_00005000,POST_000549,neutral,709,1886,456,0,0.089
ENG_00005001,POST_000549,positive,2302,1762,40,0,0.004
ENG_00005002,POST_000549,neutral,4237,414,94,0,0.125
ENG_00005003,POST_000550,positive,1006,1800,310,0,0.02
ENG_00005004,POST_000550,neutral,1613,1237,276,0,0.067
ENG_00005005,POST_000550,negative,729,866,373,0,0.089
ENG_00005006,POST_000550,negative,1328,1819,192,0,0.04
ENG_00005007,POST_000550,positive,2809,1861,32,0,0.022
ENG_00005008,POST_000550,positive,1523,1161,134,0,0.08
ENG_00005009,POST_000550,neutral,4976,1929,211,0,0.126
ENG_00005010,POST_000550,negative,4594,308,459,0,0.012
ENG_00005011,POST_000550,positive,1501,1338,337,0,0.109
ENG_00005012,POST_000550,neutral,3936,483,429,0,0.041
ENG_00005013,POST_000550,positive,3590,1189,251,0,0.075
ENG_00005014,POST_000550,neutral,3257,1112,244,0,0.076
ENG_00005015,POST_000551,positive,4283,1595,466,0,0.02
ENG_00005016,POST_000551,spam,4223,1428,415,0,0.033
ENG_00005017,POST_000551,positive,1893,571,390,0,0.114
ENG_00005018,POST_000552,positive,1561,292,297,0,0.027
ENG_00005019,POST_000552,positive,3641,969,52,0,0.124
ENG_00005020,POST_000552,positive,1443,213,52,0,0.067
ENG_00005021,POST_000552,spam,1337,1387,425,0,0.145
ENG_00005022,POST_000552,neutral,1250,961,339,0,0.126
ENG_00005023,POST_000552,positive,4705,1948,224,0,0.143
ENG_00005024,POST_000552,positive,1004,359,445,0,0.145
ENG_00005025,POST_000552,neutral,113,1559,132,0,0.094
ENG_00005026,POST_000553,neutral,4011,980,469,0,0.073
ENG_00005027,POST_000553,neutral,269,1766,280,0,0.063
ENG_00005028,POST_000553,negative,1793,627,427,0,0.087
ENG_00005029,POST_000553,neutral,2938,270,210,0,0.059
ENG_00005030,POST_000553,positive,4140,1056,14,0,0.119
ENG_00005031,POST_000553,positive,262,1257,340,0,0.004
ENG_00005032,POST_000553,positive,498,1570,321,0,0.008
ENG_00005033,POST_000553,positive,3508,1461,328,0,0.028
ENG_00005034,POST_000553,positive,4937,1739,268,0,0.124
ENG_00005035,POST_000553,positive,3137,1062,485,0,0.044
ENG_00005036,POST_000553,neutral,4892,1355,393,0,0.043
ENG_00005037,POST_000553,positive,1138,715,118,0,0.063
ENG_00005038,POST_000553,positive,3145,206,367,0,0.027
ENG_00005039,POST_000553,neutral,4887,1429,31,0,0.066
ENG_00005040,POST_000554,neutral,4234,404,389,0,0.135
ENG_00005041,POST_000554,positive,4495,611,221,0,0.074
ENG_00005042,POST_000554,positive,217,665,78,0,0.126
ENG_00005043,POST_000554,positive,3724,751,298,0,0.125
ENG_00005044,POST_000555,positive,1074,1750,254,0,0.065
ENG_00005045,POST_000555,positive,290,1599,351,0,0.119
ENG_00005046,POST_000555,positive,4144,874,338,0,0.131
ENG_00005047,POST_000555,neutral,961,860,429,0,0.067
ENG_00005048,POST_000555,neutral,1183,543,327,0,0.048
ENG_00005049,POST_000555,neutral,2129,1866,296,0,0.059
ENG_00005050,POST_000555,negative,4877,300,119,0,0.064
ENG_00005051,POST_000555,positive,3617,1085,445,0,0.054
ENG_00005052,POST_000555,positive,3108,1927,114,0,0.116
ENG_00005053,POST_000555,positive,714,1999,171,0,0.037
ENG_00005054,POST_000555,neutral,4145,762,113,0,0.09
ENG_00005055,POST_000555,positive,108,1241,63,0,0.026
ENG_00005056,POST_000555,positive,466,1741,433,0,0.107
ENG_00005057,POST_000555,positive,4521,362,448,0,0.0
ENG_00005058,POST_000556,spam,9,26,10723,1,0.871
ENG_00005059,POST_000556,spam,16,30,22692,1,0.945
ENG_00005060,POST_000556,spam,38,22,13222,1,0.888
ENG_00005061,POST_000557,positive,4361,1275,422,0,0.12
ENG_00005062,POST_000557,positive,3381,996,53,0,0.084
ENG_00005063,POST_000557,positive,3346,713,169,0,0.04
ENG_00005064,POST_000557,neutral,2399,637,411,0,0.088
ENG_00005065,POST_000557,neutral,3365,1649,48,0,0.065
ENG_00005066,POST_000557,neutral,1125,1592,96,0,0.148
ENG_00005067,POST_000557,neutral,3736,450,230,0,0.016
ENG_00005068,POST_000557,positive,408,526,380,0,0.057
ENG_00005069,POST_000558,negative,4386,1510,164,0,0.128
ENG_00005070,POST_000558,positive,2812,1377,82,0,0.135
ENG_00005071,POST_000558,neutral,4914,829,206,0,0.081
ENG_00005072,POST_000558,negative,2149,1969,329,0,0.086
ENG_00005073,POST_000558,positive,1672,1549,309,0,0.067
ENG_00005074,POST_000558,positive,1658,1975,320,0,0.145
ENG_00005075,POST_000558,neutral,1543,657,287,0,0.044
ENG_00005076,POST_000558,positive,790,1787,337,0,0.046
ENG_00005077,POST_000558,positive,1939,1551,356,0,0.115
ENG_00005078,POST_000558,negative,3194,1759,339,0,0.097
ENG_00005079,POST_000558,neutral,607,1228,178,0,0.066
ENG_00005080,POST_000558,positive,3932,1414,166,0,0.066
ENG_00005081,POST_000558,neutral,957,1262,376,0,0.033
ENG_00005082,POST_000558,positive,4789,212,16,0,0.024
ENG_00005083,POST_000559,positive,4091,1280,489,0,0.119
ENG_00005084,POST_000559,positive,1760,784,214,0,0.109
ENG_00005085,POST_000559,neutral,2699,322,414,0,0.146
ENG_00005086,POST_000559,spam,1012,1727,426,0,0.064
ENG_00005087,POST_000559,positive,137,1860,277,0,0.14
ENG_00005088,POST_000559,positive,826,220,203,0,0.142
ENG_00005089,POST_000559,positive,2699,1215,463,0,0.093
ENG_00005090,POST_000559,neutral,1411,1625,168,0,0.019
ENG_00005091,POST_000559,positive,3553,918,292,0,0.02
ENG_00005092,POST_000559,neutral,4661,1855,178,0,0.038
ENG_00005093,POST_000559,neutral,440,1466,347,0,0.045
ENG_00005094,POST_000559,positive,2858,216,362,0,0.035
ENG_00005095,POST_000560,neutral,1686,1259,462,0,0.136
ENG_00005096,POST_000560,neutral,3188,978,318,0,0.113
ENG_00005097,POST_000560,neutral,2209,782,320,0,0.08
ENG_00005098,POST_000560,spam,1225,1419,374,0,0.061
ENG_00005099,POST_000560,positive,1944,555,361,0,0.083
ENG_00005100,POST_000560,negative,728,885,349,0,0.14
ENG_00005101,POST_000560,positive,236,1134,466,0,0.09
ENG_00005102,POST_000560,spam,447,1810,159,0,0.106
ENG_00005103,POST_000560,neutral,4330,1050,493,0,0.003
ENG_00005104,POST_000560,positive,4323,1635,401,0,0.096
ENG_00005105,POST_000560,positive,2055,747,424,0,0.048
ENG_00005106,POST_000560,positive,4423,485,318,0,0.149
ENG_00005107,POST_000561,positive,2339,1723,54,0,0.076
ENG_00005108,POST_000561,positive,4164,1327,276,0,0.016
ENG_00005109,POST_000561,neutral,2619,476,462,0,0.053
ENG_00005110,POST_000561,positive,2627,635,279,0,0.127
ENG_00005111,POST_000561,positive,1738,1398,192,0,0.124
ENG_00005112,POST_000561,positive,554,1087,270,0,0.064
ENG_00005113,POST_000561,positive,2827,864,10,0,0.005
ENG_00005114,POST_000561,positive,2710,1171,417,0,0.136
ENG_00005115,POST_000561,neutral,3243,1640,40,0,0.098
ENG_00005116,POST_000561,positive,3805,607,121,0,0.15
ENG_00005117,POST_000561,positive,1580,698,251,0,0.042
ENG_00005118,POST_000561,spam,863,1881,232,0,0.11
ENG_00005119,POST_000561,positive,2688,1074,222,0,0.106
ENG_00005120,POST_000561,neutral,4264,1984,403,0,0.119
ENG_00005121,POST_000562,positive,2266,1516,133,0,0.062
ENG_00005122,POST_000562,neutral,715,1088,280,0,0.024
ENG_00005123,POST_000562,positive,3062,1704,263,0,0.071
ENG_00005124,POST_000562,positive,3268,319,143,0,0.131
ENG_00005125,POST_000562,positive,755,1188,352,0,0.038
ENG_00005126,POST_000562,positive,3195,807,23,0,0.135
ENG_00005127,POST_000562,positive,4918,497,177,0,0.062
ENG_00005128,POST_000562,neutral,1756,1918,356,0,0.05
ENG_00005129,POST_000562,neutral,3594,1877,74,0,0.067
ENG_00005130,POST_000562,positive,4661,1150,254,0,0.072
ENG_00005131,POST_000562,positive,101,454,124,0,0.045
ENG_00005132,POST_000562,spam,1094,759,186,0,0.017
ENG_00005133,POST_000562,positive,2332,1529,459,0,0.001
ENG_00005134,POST_000562,positive,1438,1036,429,0,0.053
ENG_00005135,POST_000563,neutral,2900,550,301,0,0.033
ENG_00005136,POST_000563,neutral,4021,921,208,0,0.027
ENG_00005137,POST_000563,positive,2162,878,355,0,0.124
ENG_00005138,POST_000563,positive,2598,1376,334,0,0.145
ENG_00005139,POST_000563,neutral,4789,685,319,0,0.067
ENG_00005140,POST_000563,neutral,2797,665,214,0,0.099
ENG_00005141,POST_000563,neutral,1488,551,361,0,0.007
ENG_00005142,POST_000563,neutral,3688,248,179,0,0.039
ENG_00005143,POST_000563,positive,3358,913,268,0,0.131
ENG_00005144,POST_000563,neutral,191,319,493,0,0.084
ENG_00005145,POST_000563,neutral,3254,1762,363,0,0.131
ENG_00005146,POST_000563,positive,3755,307,149,0,0.129
ENG_00005147,POST_000563,neutral,2812,1660,85,0,0.13
ENG_00005148,POST_000564,positive,2993,1755,363,0,0.078
ENG_00005149,POST_000564,positive,2283,640,22,0,0.02
ENG_00005150,POST_000564,neutral,3918,1648,132,0,0.082
ENG_00005151,POST_000564,positive,1547,1824,153,0,0.009
ENG_00005152,POST_000564,neutral,2226,1859,464,0,0.08
ENG_00005153,POST_000564,positive,3575,1235,278,0,0.058
ENG_00005154,POST_000564,neutral,4670,1483,328,0,0.007
ENG_00005155,POST_000564,neutral,3381,588,464,0,0.135
ENG_00005156,POST_000564,positive,1526,1178,94,0,0.046
ENG_00005157,POST_000564,negative,948,408,189,0,0.067
ENG_00005158,POST_000564,positive,4035,1781,492,0,0.081
ENG_00005159,POST_000565,negative,1104,1898,462,0,0.061
ENG_00005160,POST_000565,positive,4104,613,203,0,0.14
ENG_00005161,POST_000565,negative,2021,1699,280,0,0.108
ENG_00005162,POST_000565,positive,2490,221,367,0,0.096
ENG_00005163,POST_000565,positive,717,1345,363,0,0.127
ENG_00005164,POST_000565,positive,3502,1955,406,0,0.108
ENG_00005165,POST_000565,positive,2645,1709,355,0,0.099
ENG_00005166,POST_000565,neutral,4569,1250,380,0,0.087
ENG_00005167,POST_000566,positive,3321,532,489,0,0.11
ENG_00005168,POST_000566,neutral,1575,819,247,0,0.085
ENG_00005169,POST_000566,neutral,1585,437,141,0,0.074
ENG_00005170,POST_000566,neutral,4622,1047,235,0,0.006
ENG_00005171,POST_000566,neutral,939,983,441,0,0.066
ENG_00005172,POST_000566,neutral,4350,1543,302,0,0.054
ENG_00005173,POST_000566,neutral,2835,1114,284,0,0.056
ENG_00005174,POST_000566,positive,2684,489,315,0,0.075
ENG_00005175,POST_000566,spam,312,1787,327,0,0.028
ENG_00005176,POST_000566,neutral,1924,1771,236,0,0.036
ENG_00005177,POST_000566,positive,1153,765,254,0,0.125
ENG_00005178,POST_000566,negative,885,314,187,0,0.131
ENG_00005179,POST_000566,neutral,1621,1936,102,0,0.142
ENG_00005180,POST_000566,neutral,4734,862,53,0,0.067
ENG_00005181,POST_000567,neutral,115,1103,431,0,0.004
ENG_00005182,POST_000567,positive,3601,1546,320,0,0.03
ENG_00005183,POST_000567,negative,1816,379,416,0,0.127
ENG_00005184,POST_000567,negative,2539,820,134,0,0.083
ENG_00005185,POST_000567,positive,2524,510,188,0,0.048
ENG_00005186,POST_000567,positive,1926,918,135,0,0.036
ENG_00005187,POST_000567,negative,1532,1849,385,0,0.013
ENG_00005188,POST_000567,positive,2863,794,367,0,0.061
ENG_00005189,POST_000567,positive,4980,321,159,0,0.087
ENG_00005190,POST_000567,neutral,3034,1918,302,0,0.114
ENG_00005191,POST_000567,neutral,3960,266,129,0,0.014
ENG_00005192,POST_000567,negative,115,918,229,0,0.08
ENG_00005193,POST_000567,neutral,3128,1310,110,0,0.028
ENG_00005194,POST_000567,positive,2277,1821,482,0,0.032
ENG_00005195,POST_000567,positive,3281,1827,478,0,0.13
ENG_00005196,POST_000568,positive,3957,1441,271,0,0.077
ENG_00005197,POST_000568,negative,1987,1074,266,0,0.065
ENG_00005198,POST_000568,positive,2560,1550,169,0,0.108
ENG_00005199,POST_000568,negative,4259,1974,69,0,0.005
ENG_00005200,POST_000568,positive,1689,1719,77,0,0.118
ENG_00005201,POST_000568,negative,1680,1336,81,0,0.095
ENG_00005202,POST_000568,positive,288,742,81,0,0.13
ENG_00005203,POST_000568,neutral,1302,1441,322,0,0.13
ENG_00005204,POST_000568,neutral,833,1437,434,0,0.026
ENG_00005205,POST_000568,positive,1840,1495,399,0,0.119
ENG_00005206,POST_000568,positive,3629,1413,349,0,0.072
ENG_00005207,POST_000568,negative,589,1359,306,0,0.111
ENG_00005208,POST_000568,neutral,1200,1971,70,0,0.014
ENG_00005209,POST_000568,negative,1865,1227,87,0,0.108
ENG_00005210,POST_000568,neutral,1672,1383,397,0,0.123
ENG_00005211,POST_000569,negative,435,394,198,0,0.133
ENG_00005212,POST_000569,neutral,3110,1453,188,0,0.141
ENG_00005213,POST_000569,positive,3588,341,232,0,0.084
ENG_00005214,POST_000569,neutral,3280,1230,27,0,0.143
ENG_00005215,POST_000569,positive,352,192,452,0,0.146
ENG_00005216,POST_000569,neutral,2312,1962,225,0,0.078
ENG_00005217,POST_000569,positive,1743,422,429,0,0.13
ENG_00005218,POST_000569,positive,2068,1032,10,0,0.137
ENG_00005219,POST_000569,positive,1705,560,62,0,0.11
ENG_00005220,POST_000569,positive,2918,724,304,0,0.05
ENG_00005221,POST_000569,neutral,1165,1363,51,0,0.114
ENG_00005222,POST_000569,positive,982,1401,204,0,0.126
ENG_00005223,POST_000570,neutral,486,1413,452,0,0.01
ENG_00005224,POST_000570,positive,638,1183,339,0,0.062
ENG_00005225,POST_000570,spam,4761,443,19,0,0.136
ENG_00005226,POST_000570,negative,4801,799,287,0,0.095
ENG_00005227,POST_000570,neutral,305,1347,23,0,0.133
ENG_00005228,POST_000570,spam,3545,1868,276,0,0.002
ENG_00005229,POST_000570,neutral,2887,1867,348,0,0.033
ENG_00005230,POST_000570,neutral,247,1458,207,0,0.044
ENG_00005231,POST_000570,neutral,3081,1473,442,0,0.147
ENG_00005232,POST_000570,neutral,4137,605,74,0,0.009
ENG_00005233,POST_000570,negative,3491,248,494,0,0.017
ENG_00005234,POST_000570,positive,1750,1826,332,0,0.148
ENG_00005235,POST_000571,positive,1905,546,416,0,0.116
ENG_00005236,POST_000571,spam,1515,811,356,0,0.148
ENG_00005237,POST_000571,neutral,4700,1504,362,0,0.123
ENG_00005238,POST_000571,neutral,2561,1400,263,0,0.006
ENG_00005239,POST_000571,positive,4616,1989,368,0,0.05
ENG_00005240,POST_000571,positive,896,1579,217,0,0.086
ENG_00005241,POST_000571,positive,2416,244,441,0,0.05
ENG_00005242,POST_000571,neutral,3790,1729,415,0,0.101
ENG_00005243,POST_000571,neutral,917,344,476,0,0.096
ENG_00005244,POST_000571,positive,1730,1340,60,0,0.094
ENG_00005245,POST_000571,positive,4844,330,365,0,0.059
ENG_00005246,POST_000571,neutral,4176,1082,361,0,0.004
ENG_00005247,POST_000571,negative,3051,497,47,0,0.147
ENG_00005248,POST_000571,negative,2821,1565,268,0,0.128
ENG_00005249,POST_000571,positive,450,714,365,0,0.149
ENG_00005250,POST_000572,positive,4932,208,26,0,0.149
ENG_00005251,POST_000572,neutral,4450,1382,83,0,0.049
ENG_00005252,POST_000572,negative,4522,1876,334,0,0.049
ENG_00005253,POST_000572,neutral,1737,1426,376,0,0.123
ENG_00005254,POST_000572,neutral,1670,1159,22,0,0.032
ENG_00005255,POST_000572,positive,776,494,36,0,0.055
ENG_00005256,POST_000572,neutral,4646,1018,300,0,0.096
ENG_00005257,POST_000572,positive,3006,600,364,0,0.009
ENG_00005258,POST_000572,positive,3858,1308,49,0,0.121
ENG_00005259,POST_000572,positive,283,1660,313,0,0.052
ENG_00005260,POST_000572,neutral,2342,209,173,0,0.009
ENG_00005261,POST_000572,positive,927,677,373,0,0.127
ENG_00005262,POST_000573,positive,374,184,29,0,0.145
ENG_00005263,POST_000573,neutral,3031,803,382,0,0.099
ENG_00005264,POST_000573,neutral,1207,1576,108,0,0.1
ENG_00005265,POST_000573,neutral,948,197,457,0,0.109
ENG_00005266,POST_000573,positive,2765,518,172,0,0.049
ENG_00005267,POST_000573,positive,4787,968,84,0,0.048
ENG_00005268,POST_000573,positive,741,736,147,0,0.015
ENG_00005269,POST_000573,positive,4720,1290,238,0,0.009
ENG_00005270,POST_000573,negative,579,1433,107,0,0.099
ENG_00005271,POST_000574,positive,4923,703,65,0,0.074
ENG_00005272,POST_000574,positive,1006,377,463,0,0.128
ENG_00005273,POST_000574,neutral,2018,502,138,0,0.113
ENG_00005274,POST_000574,positive,3427,1714,185,0,0.139
ENG_00005275,POST_000575,negative,3469,1845,49,0,0.02
ENG_00005276,POST_000575,positive,3482,1642,298,0,0.045
ENG_00005277,POST_000575,positive,594,183,49,0,0.01
ENG_00005278,POST_000575,neutral,1896,1605,21,0,0.018
ENG_00005279,POST_000575,positive,3225,870,198,0,0.094
ENG_00005280,POST_000576,neutral,2113,562,123,0,0.082
ENG_00005281,POST_000576,neutral,1674,975,268,0,0.046
ENG_00005282,POST_000576,positive,2617,756,211,0,0.134
ENG_00005283,POST_000576,positive,4239,226,393,0,0.073
ENG_00005284,POST_000576,neutral,556,822,112,0,0.077
ENG_00005285,POST_000576,spam,4780,1774,338,0,0.002
ENG_00005286,POST_000576,neutral,3108,195,324,0,0.114
ENG_00005287,POST_000576,negative,2314,511,278,0,0.096
ENG_00005288,POST_000576,positive,1995,993,88,0,0.05
ENG_00005289,POST_000577,positive,802,233,368,0,0.075
ENG_00005290,POST_000577,positive,2448,430,498,0,0.008
ENG_00005291,POST_000577,negative,4875,342,479,0,0.144
ENG_00005292,POST_000577,positive,3872,1960,303,0,0.076
ENG_00005293,POST_000577,negative,788,944,183,0,0.05
ENG_00005294,POST_000577,neutral,4957,911,377,0,0.146
ENG_00005295,POST_000577,positive,3574,704,136,0,0.094
ENG_00005296,POST_000577,positive,886,1171,111,0,0.019
ENG_00005297,POST_000577,positive,2266,1771,278,0,0.072
ENG_00005298,POST_000577,neutral,1505,1340,283,0,0.009
ENG_00005299,POST_000578,positive,1369,1444,48,0,0.097
ENG_00005300,POST_000578,positive,1511,966,170,0,0.116
ENG_00005301,POST_000578,neutral,2098,1652,144,0,0.022
ENG_00005302,POST_000578,positive,2849,1902,261,0,0.077
ENG_00005303,POST_000578,positive,2100,398,158,0,0.054
ENG_00005304,POST_000579,negative,1223,1657,200,0,0.034
ENG_00005305,POST_000579,positive,1234,754,445,0,0.01
ENG_00005306,POST_000579,positive,1046,411,117,0,0.01
ENG_00005307,POST_000579,positive,2618,558,52,0,0.042
ENG_00005308,POST_000579,positive,4016,1208,357,0,0.131
ENG_00005309,POST_000579,positive,3141,867,349,0,0.136
ENG_00005310,POST_000579,positive,1190,1159,252,0,0.004
ENG_00005311,POST_000579,neutral,3601,288,389,0,0.046
ENG_00005312,POST_000579,positive,3975,1434,308,0,0.11
ENG_00005313,POST_000579,neutral,3785,1605,104,0,0.053
ENG_00005314,POST_000579,neutral,3672,1507,409,0,0.046
ENG_00005315,POST_000579,positive,2948,211,447,0,0.067
ENG_00005316,POST_000579,positive,2475,1445,328,0,0.057
ENG_00005317,POST_000579,positive,3763,1627,216,0,0.029
ENG_00005318,POST_000579,neutral,4245,233,494,0,0.006
ENG_00005319,POST_000580,negative,2415,1202,170,0,0.007
ENG_00005320,POST_000580,negative,3017,1480,104,0,0.019
ENG_00005321,POST_000580,positive,1279,1991,441,0,0.118
ENG_00005322,POST_000580,positive,167,1679,154,0,0.021
ENG_00005323,POST_000581,positive,4768,1664,124,0,0.035
ENG_00005324,POST_000581,neutral,1232,610,401,0,0.083
ENG_00005325,POST_000581,negative,2002,614,67,0,0.061
ENG_00005326,POST_000581,spam,709,1063,217,0,0.111
ENG_00005327,POST_000581,neutral,3963,809,357,0,0.046
ENG_00005328,POST_000581,negative,4869,1176,30,0,0.073
ENG_00005329,POST_000581,positive,4417,1832,377,0,0.087
ENG_00005330,POST_000581,negative,1000,421,199,0,0.074
ENG_00005331,POST_000581,negative,1151,671,308,0,0.009
ENG_00005332,POST_000581,positive,1062,839,341,0,0.055
ENG_00005333,POST_000581,negative,3382,201,103,0,0.06
ENG_00005334,POST_000581,positive,3403,1961,101,0,0.109
ENG_00005335,POST_000581,positive,4273,1281,379,0,0.147
ENG_00005336,POST_000581,neutral,4857,1922,115,0,0.067
ENG_00005337,POST_000582,positive,4617,1197,187,0,0.13
ENG_00005338,POST_000582,neutral,288,911,340,0,0.104
ENG_00005339,POST_000582,neutral,652,2000,429,0,0.127
ENG_00005340,POST_000582,neutral,2613,751,35,0,0.009
ENG_00005341,POST_000582,neutral,2233,1764,270,0,0.09
ENG_00005342,POST_000582,positive,2613,653,236,0,0.091
ENG_00005343,POST_000582,positive,3292,1056,499,0,0.008
ENG_00005344,POST_000582,positive,3354,1789,386,0,0.069
ENG_00005345,POST_000582,positive,4392,335,218,0,0.01
ENG_00005346,POST_000582,positive,4112,1648,235,0,0.097
