conversion_id,post_id,campaign_id,influencer_id,order_value,customer_ltv,touchpoint_number,discount_code_used,attribution_weight,conversion_date
CONV_0009862,POST_000532,CAMP_0065,INF_0056,78.02,168.56,2,0,0.5,2024-01-02
CONV_0009863,POST_000532,CAMP_0065,INF_0056,326.23,2308.49,4,0,0.25,2024-01-02
CONV_0009864,POST_000532,CAMP_0065,INF_0056,251.1,999.73,3,1,0.3333,2024-01-02
CONV_0009865,POST_000532,CAMP_0065,INF_0056,478.61,1850.78,4,0,0.25,2024-01-02
CONV_0009866,POST_000532,CAMP_0065,INF_0056,206.23,913.6,4,0,0.25,2024-01-02
CONV_0009867,POST_000532,CAMP_0065,INF_0056,459.66,2067.3,2,1,0.5,2024-01-02
CONV_0009868,POST_000532,CAMP_0065,INF_0056,439.55,1489.68,3,0,0.3333,2024-01-02
CONV_0009869,POST_000532,CAMP_0065,INF_0056,279.98,638.18,3,1,0.3333,2024-01-02
CONV_0009870,POST_000532,CAMP_0065,INF_0056,104.02,615.54,4,0,0.25,2024-01-02
CONV_0009871,POST_000532,CAMP_0065,INF_0056,92.59,342.28,3,1,0.3333,2024-01-02
CONV_0009872,POST_000532,CAMP_0065,INF_0056,90.72,623.01,1,1,1.0,2024-01-02
CONV_0009873,POST_000532,CAMP_0065,INF_0056,154.45,340.06,3,1,0.3333,2024-01-02
CONV_0009874,POST_000532,CAMP_0065,INF_0056,483.63,3328.83,1,0,1.0,2024-01-02
CONV_0009875,POST_000532,CAMP_0065,INF_0056,453.66,3050.93,3,0,0.3333,2024-01-02
CONV_0009876,POST_000532,CAMP_0065,INF_0056,112.47,368.86,2,0,0.5,2024-01-02
CONV_0009877,POST_000532,CAMP_0065,INF_0056,249.08,571.85,3,1,0.3333,2024-01-02
CONV_0009878,POST_000532,CAMP_0065,INF_0056,69.38,537.12,3,1,0.3333,2024-01-02
CONV_0009879,POST_000532,CAMP_0065,INF_0056,204.21,733.55,2,1,0.5,2024-01-02
CONV_0009880,POST_000533,CAMP_0065,INF_0089,490.71,1414.27,4,1,0.25,2023-12-23
CONV_0009881,POST_000533,CAMP_0065,INF_0089,135.05,311.36,4,0,0.25,2023-12-23
CONV_0009882,POST_000533,CAMP_0065,INF_0089,238.37,533.87,3,0,0.3333,2023-12-23
CONV_0009883,POST_000533,CAMP_0065,INF_0089,488.55,2403.09,1,1,1.0,2023-12-23
CONV_0009884,POST_000533,CAMP_0065,INF_0089,107.95,380.2,2,0,0.5,2023-12-23
CONV_0009885,POST_000533,CAMP_0065,INF_0089,168.27,525.99,3,0,0.3333,2023-12-23
CONV_0009886,POST_000533,CAMP_0065,INF_0089,353.22,1902.44,3,1,0.3333,2023-12-23
CONV_0009887,POST_000533,CAMP_0065,INF_0089,151.0,645.72,1,0,1.0,2023-12-23
CONV_0009888,POST_000533,CAMP_0065,INF_0089,459.78,3290.35,2,0,0.5,2023-12-23
CONV_0009889,POST_000533,CAMP_0065,INF_0089,451.67,1820.92,2,0,0.5,2023-12-23
CONV_0009890,POST_000533,CAMP_0065,INF_0089,451.92,2253.43,1,0,1.0,2023-12-23
CONV_0009891,POST_000533,CAMP_0065,INF_0089,479.26,2345.71,2,0,0.5,2023-12-23
CONV_0009892,POST_000533,CAMP_0065,INF_0089,140.1,489.11,4,0,0.25,2023-12-23
CONV_0009893,POST_000533,CAMP_0065,INF_0089,30.98,175.35,1,1,1.0,2023-12-23
CONV_0009894,POST_000533,CAMP_0065,INF_0089,67.11,362.47,3,0,0.3333,2023-12-23
CONV_0009895,POST_000533,CAMP_0065,INF_0089,126.6,900.45,1,0,1.0,2023-12-23
CONV_0009896,POST_000533,CAMP_0065,INF_0089,189.3,444.88,4,0,0.25,2023-12-23
CONV_0009897,POST_000533,CAMP_0065,INF_0089,208.81,1178.99,4,0,0.25,2023-12-23
CONV_0009898,POST_000533,CAMP_0065,INF_0089,413.23,1086.68,1,0,1.0,2023-12-23
CONV_0009899,POST_000533,CAMP_0065,INF_0089,253.38,660.45,2,0,0.5,2023-12-23
CONV_0009900,POST_000534,CAMP_0065,INF_0041,446.57,1160.3,3,0,0.3333,2023-12-16
CONV_0009901,POST_000534,CAMP_0065,INF_0041,383.87,2975.63,4,0,0.25,2023-12-16
CONV_0009902,POST_000534,CAMP_0065,INF_0041,394.64,2664.64,3,0,0.3333,2023-12-16
CONV_0009903,POST_000534,CAMP_0065,INF_0041,179.06,1249.81,2,0,0.5,2023-12-16
CONV_0009904,POST_000534,CAMP_0065,INF_0041,142.96,322.65,3,0,0.3333,2023-12-16
CONV_0009905,POST_000534,CAMP_0065,INF_0041,399.74,2531.29,4,0,0.25,2023-12-16
CONV_0009906,POST_000534,CAMP_0065,INF_0041,368.5,2794.91,1,0,1.0,2023-12-16
CONV_0009907,POST_000534,CAMP_0065,INF_0041,425.23,3049.53,2,0,0.5,2023-12-16
CONV_0009908,POST_000534,CAMP_0065,INF_0041,37.06,249.0,1,0,1.0,2023-12-16
CONV_0009909,POST_000534,CAMP_0065,INF_0041,412.13,1806.28,2,1,0.5,2023-12-16
CONV_0009910,POST_000534,CAMP_0065,INF_0041,104.24,511.86,4,0,0.25,2023-12-16
CONV_0009911,POST_000534,CAMP_0065,INF_0041,22.92,156.44,3,0,0.3333,2023-12-16
CONV_0009912,POST_000534,CAMP_0065,INF_0041,494.7,3584.51,4,0,0.25,2023-12-16
CONV_0009913,POST_000534,CAMP_0065,INF_0041,379.4,770.23,1,0,1.0,2023-12-16
CONV_0009914,POST_000534,CAMP_0065,INF_0041,299.21,643.95,3,1,0.3333,2023-12-16
CONV_0009915,POST_000534,CAMP_0065,INF_0041,177.2,912.6,2,1,0.5,2023-12-16
CONV_0009916,POST_000534,CAMP_0065,INF_0041,203.02,915.64,2,1,0.5,2023-12-16
CONV_0009917,POST_000534,CAMP_0065,INF_0041,103.59,287.19,3,0,0.3333,2023-12-16
CONV_0009918,POST_000534,CAMP_0065,INF_0041,146.32,702.87,3,1,0.3333,2023-12-16
CONV_0009919,POST_000534,CAMP_0065,INF_0041,301.2,1709.43,3,0,0.3333,2023-12-16
CONV_0009920,POST_000535,CAMP_0065,INF_0060,188.79,1014.79,1,0,1.0,2023-12-21
CONV_0009921,POST_000535,CAMP_0065,INF_0060,248.37,1291.9,3,0,0.3333,2023-12-21
CONV_0009922,POST_000535,CAMP_0065,INF_0060,303.22,2420.55,1,0,1.0,2023-12-21
CONV_0009923,POST_000535,CAMP_0065,INF_0060,465.3,2986.61,2,1,0.5,2023-12-21
CONV_0009924,POST_000535,CAMP_0065,INF_0060,147.44,698.18,4,0,0.25,2023-12-21
CONV_0009925,POST_000535,CAMP_0065,INF_0060,193.65,656.49,4,0,0.25,2023-12-21
CONV_0009926,POST_000535,CAMP_0065,INF_0060,309.67,2334.47,3,0,0.3333,2023-12-21
CONV_0009927,POST_000535,CAMP_0065,INF_0060,304.93,1216.73,1,1,1.0,2023-12-21
CONV_0009928,POST_000535,CAMP_0065,INF_0060,215.95,1587.77,2,0,0.5,2023-12-21
CONV_0009929,POST_000535,CAMP_0065,INF_0060,387.14,2370.88,1,1,1.0,2023-12-21
CONV_0009930,POST_000535,CAMP_0065,INF_0060,346.6,1714.71,1,0,1.0,2023-12-21
CONV_0009931,POST_000535,CAMP_0065,INF_0060,423.97,3055.01,3,0,0.3333,2023-12-21
CONV_0009932,POST_000535,CAMP_0065,INF_0060,158.02,1083.93,1,1,1.0,2023-12-21
CONV_0009933,POST_000535,CAMP_0065,INF_0060,416.04,2272.63,2,0,0.5,2023-12-21
CONV_0009934,POST_000535,CAMP_0065,INF_0060,318.32,1390.39,4,0,0.25,2023-12-21
CONV_0009935,POST_000535,CAMP_0065,INF_0060,170.89,1348.71,3,0,0.3333,2023-12-21
CONV_0009936,POST_000535,CAMP_0065,INF_0060,310.12,1717.12,2,0,0.5,2023-12-21
CONV_0009937,POST_000535,CAMP_0065,INF_0060,156.8,1224.68,4,0,0.25,2023-12-21
CONV_0009938,POST_000535,CAMP_0065,INF_0060,132.33,382.15,2,0,0.5,2023-12-21
CONV_0009939,POST_000535,CAMP_0065,INF_0060,209.42,1086.86,2,0,0.5,2023-12-21
CONV_0009940,POST_000536,CAMP_0065,INF_0026,414.69,1399.6,3,0,0.3333,2023-12-10
CONV_0009941,POST_000536,CAMP_0065,INF_0026,138.46,516.68,3,0,0.3333,2023-12-10
CONV_0009942,POST_000536,CAMP_0065,INF_0026,144.44,896.88,3,0,0.3333,2023-12-10
CONV_0009943,POST_000536,CAMP_0065,INF_0026,218.69,1347.85,3,0,0.3333,2023-12-10
CONV_0009944,POST_000536,CAMP_0065,INF_0026,265.84,1670.59,2,0,0.5,2023-12-10
CONV_0009945,POST_000536,CAMP_0065,INF_0026,192.83,744.44,1,0,1.0,2023-12-10
CONV_0009946,POST_000536,CAMP_0065,INF_0026,450.14,3301.72,4,1,0.25,2023-12-10
CONV_0009947,POST_000536,CAMP_0065,INF_0026,488.22,2024.14,3,0,0.3333,2023-12-10
CONV_0009948,POST_000536,CAMP_0065,INF_0026,481.01,1108.16,2,0,0.5,2023-12-10
CONV_0009949,POST_000536,CAMP_0065,INF_0026,326.94,1334.73,3,0,0.3333,2023-12-10
CONV_0009950,POST_000536,CAMP_0065,INF_0026,355.19,1961.43,2,0,0.5,2023-12-10
CONV_0009951,POST_000536,CAMP_0065,INF_0026,368.94,2520.32,4,0,0.25,2023-12-10
CONV_0009952,POST_000536,CAMP_0065,INF_0026,318.61,801.6,3,0,0.3333,2023-12-10
CONV_0009953,POST_000536,CAMP_0065,INF_0026,115.5,756.75,1,0,1.0,2023-12-10
CONV_0009954,POST_000536,CAMP_0065,INF_0026,264.67,534.97,1,1,1.0,2023-12-10
CONV_0009955,POST_000536,CAMP_0065,INF_0026,409.07,2025.14,1,1,1.0,2023-12-10
CONV_0009956,POST_000536,CAMP_0065,INF_0026,48.62,137.85,1,0,1.0,2023-12-10
CONV_0009957,POST_000536,CAMP_0065,INF_0026,442.06,2032.24,2,0,0.5,2023-12-10
CONV_0009958,POST_000536,CAMP_0065,INF_0026,319.9,1434.9,4,0,0.25,2023-12-10
CONV_0009959,POST_000536,CAMP_0065,INF_0026,165.34,648.89,2,1,0.5,2023-12-10
CONV_0009960,POST_000537,CAMP_0065,INF_0069,183.09,1221.71,3,0,0.3333,2023-12-18
CONV_0009961,POST_000537,CAMP_0065,INF_0069,173.47,719.74,1,0,1.0,2023-12-18
CONV_0009962,POST_000537,CAMP_0065,INF_0069,172.67,1178.17,3,0,0.3333,2023-12-18
CONV_0009963,POST_000537,CAMP_0065,INF_0069,303.44,1401.79,4,1,0.25,2023-12-18
CONV_0009964,POST_000537,CAMP_0065,INF_0069,233.16,1859.18,3,0,0.3333,2023-12-18
CONV_0009965,POST_000537,CAMP_0065,INF_0069,72.32,239.89,3,0,0.3333,2023-12-18
CONV_0009966,POST_000537,CAMP_0065,INF_0069,353.46,1846.96,4,0,0.25,2023-12-18
CONV_0009967,POST_000537,CAMP_0065,INF_0069,260.49,587.71,2,0,0.5,2023-12-18
CONV_0009968,POST_000537,CAMP_0065,INF_0069,140.72,1040.35,1,0,1.0,2023-12-18
CONV_0009969,POST_000537,CAMP_0065,INF_0069,475.72,2233.07,2,0,0.5,2023-12-18
CONV_0009970,POST_000537,CAMP_0065,INF_0069,387.88,1155.93,4,0,0.25,2023-12-18
CONV_0009971,POST_000537,CAMP_0065,INF_0069,121.69,597.88,3,0,0.3333,2023-12-18
CONV_0009972,POST_000537,CAMP_0065,INF_0069,55.0,112.62,2,1,0.5,2023-12-18
CONV_0009973,POST_000537,CAMP_0065,INF_0069,58.48,200.49,1,0,1.0,2023-12-18
CONV_0009974,POST_000537,CAMP_0065,INF_0069,52.63,405.56,1,0,1.0,2023-12-18
CONV_0009975,POST_000537,CAMP_0065,INF_0069,463.04,2857.1,3,1,0.3333,2023-12-18
CONV_0009976,POST_000537,CAMP_0065,INF_0069,108.83,630.06,1,0,1.0,2023-12-18
CONV_0009977,POST_000537,CAMP_0065,INF_0069,172.32,1086.05,3,0,0.3333,2023-12-18
CONV_0009978,POST_000537,CAMP_0065,INF_0069,473.33,3112.39,4,0,0.25,2023-12-18
CONV_0009979,POST_000537,CAMP_0065,INF_0069,459.4,3472.27,1,0,1.0,2023-12-18
CONV_0009980,POST_000538,CAMP_0065,INF_0072,199.07,636.35,3,1,0.3333,2023-12-18
CONV_0009981,POST_000538,CAMP_0065,INF_0072,261.14,1493.46,3,1,0.3333,2023-12-18
CONV_0009982,POST_000538,CAMP_0065,INF_0072,22.11,148.03,2,0,0.5,2023-12-18
CONV_0009983,POST_000538,CAMP_0065,INF_0072,228.41,1164.92,1,0,1.0,2023-12-18
CONV_0009984,POST_000538,CAMP_0065,INF_0072,498.08,3126.34,3,0,0.3333,2023-12-18
CONV_0009985,POST_000538,CAMP_0065,INF_0072,50.95,330.57,1,1,1.0,2023-12-18
CONV_0009986,POST_000538,CAMP_0065,INF_0072,374.46,1081.53,2,1,0.5,2023-12-18
CONV_0009987,POST_000538,CAMP_0065,INF_0072,244.42,1126.16,2,1,0.5,2023-12-18
CONV_0009988,POST_000538,CAMP_0065,INF_0072,417.58,2446.85,3,1,0.3333,2023-12-18
CONV_0009989,POST_000538,CAMP_0065,INF_0072,443.5,1177.81,4,0,0.25,2023-12-18
CONV_0009990,POST_000538,CAMP_0065,INF_0072,197.6,873.94,2,0,0.5,2023-12-18
CONV_0009991,POST_000538,CAMP_0065,INF_0072,196.8,687.47,3,0,0.3333,2023-12-18
CONV_0009992,POST_000538,CAMP_0065,INF_0072,346.48,2520.22,3,0,0.3333,2023-12-18
CONV_0009993,POST_000538,CAMP_0065,INF_0072,438.41,2763.5,1,1,1.0,2023-12-18
CONV_0009994,POST_000538,CAMP_0065,INF_0072,459.69,991.21,1,0,1.0,2023-12-18
CONV_0009995,POST_000538,CAMP_0065,INF_0072,210.9,901.09,4,1,0.25,2023-12-18
CONV_0009996,POST_000538,CAMP_0065,INF_0072,461.52,2565.23,1,1,1.0,2023-12-18
CONV_0009997,POST_000538,CAMP_0065,INF_0072,366.5,842.12,2,0,0.5,2023-12-18
CONV_0009998,POST_000538,CAMP_0065,INF_0072,338.23,2313.21,3,0,0.3333,2023-12-18
CONV_0009999,POST_000538,CAMP_0065,INF_0072,359.95,1823.82,4,0,0.25,2023-12-18
CONV_0010000,POST_000540,CAMP_0065,INF_0015,84.16,578.3,2,0,0.5,2023-12-19
CONV_0010001,POST_000540,CAMP_0065,INF_0015,142.36,454.64,4,0,0.25,2023-12-19
CONV_0010002,POST_000540,CAMP_0065,INF_0015,266.57,1624.07,3,1,0.3333,2023-12-19
CONV_0010003,POST_000540,CAMP_0065,INF_0015,237.44,1180.45,4,0,0.25,2023-12-19
CONV_0010004,POST_000540,CAMP_0065,INF_0015,298.65,1488.05,2,0,0.5,2023-12-19
CONV_0010005,POST_000540,CAMP_0065,INF_0015,288.22,1843.46,1,0,1.0,2023-12-19
CONV_0010006,POST_000540,CAMP_0065,INF_0015,320.56,1161.14,3,0,0.3333,2023-12-19
CONV_0010007,POST_000540,CAMP_0065,INF_0015,22.09,142.74,4,0,0.25,2023-12-19
CONV_0010008,POST_000540,CAMP_0065,INF_0015,449.48,3462.27,1,0,1.0,2023-12-19
CONV_0010009,POST_000540,CAMP_0065,INF_0015,426.29,1175.27,4,0,0.25,2023-12-19
CONV_0010010,POST_000540,CAMP_0065,INF_0015,186.26,465.17,3,1,0.3333,2023-12-19
CONV_0010011,POST_000540,CAMP_0065,INF_0015,481.26,2001.53,2,1,0.5,2023-12-19
CONV_0010012,POST_000540,CAMP_0065,INF_0015,316.07,2222.69,1,0,1.0,2023-12-19
CONV_0010013,POST_000540,CAMP_0065,INF_0015,413.58,1692.7,3,0,0.3333,2023-12-19
CONV_0010014,POST_000540,CAMP_0065,INF_0015,271.54,1017.4,2,1,0.5,2023-12-19
CONV_0010015,POST_000540,CAMP_0065,INF_0015,372.35,2060.56,2,0,0.5,2023-12-19
CONV_0010016,POST_000540,CAMP_0065,INF_0015,152.51,1171.38,4,0,0.25,2023-12-19
CONV_0010017,POST_000540,CAMP_0065,INF_0015,191.07,776.28,3,0,0.3333,2023-12-19
CONV_0010018,POST_000540,CAMP_0065,INF_0015,31.32,123.38,4,1,0.25,2023-12-19
CONV_0010019,POST_000540,CAMP_0065,INF_0015,466.25,2446.65,2,0,0.5,2023-12-19
CONV_0010020,POST_000541,CAMP_0065,INF_0057,366.57,959.91,2,0,0.5,2023-12-26
CONV_0010021,POST_000541,CAMP_0065,INF_0057,337.18,2520.48,2,1,0.5,2023-12-26
CONV_0010022,POST_000541,CAMP_0065,INF_0057,55.8,411.12,1,1,1.0,2023-12-26
CONV_0010023,POST_000541,CAMP_0065,INF_0057,182.61,1361.4,1,0,1.0,2023-12-26
CONV_0010024,POST_000541,CAMP_0065,INF_0057,497.82,2640.75,1,0,1.0,2023-12-26
CONV_0010025,POST_000541,CAMP_0065,INF_0057,97.69,460.38,3,0,0.3333,2023-12-26
CONV_0010026,POST_000541,CAMP_0065,INF_0057,370.77,2492.01,3,0,0.3333,2023-12-26
CONV_0010027,POST_000541,CAMP_0065,INF_0057,280.01,1850.09,2,1,0.5,2023-12-26
CONV_0010028,POST_000541,CAMP_0065,INF_0057,393.31,1291.81,1,0,1.0,2023-12-26
CONV_0010029,POST_000541,CAMP_0065,INF_0057,180.24,623.85,4,0,0.25,2023-12-26
CONV_0010030,POST_000541,CAMP_0065,INF_0057,359.13,1924.77,3,1,0.3333,2023-12-26
CONV_0010031,POST_000541,CAMP_0065,INF_0057,252.5,1215.02,2,1,0.5,2023-12-26
CONV_0010032,POST_000541,CAMP_0065,INF_0057,399.53,914.76,4,0,0.25,2023-12-26
CONV_0010033,POST_000541,CAMP_0065,INF_0057,215.3,1344.75,4,0,0.25,2023-12-26
CONV_0010034,POST_000541,CAMP_0065,INF_0057,134.59,662.85,2,1,0.5,2023-12-26
CONV_0010035,POST_000541,CAMP_0065,INF_0057,235.0,627.47,2,1,0.5,2023-12-26
CONV_0010036,POST_000541,CAMP_0065,INF_0057,380.08,1235.77,2,0,0.5,2023-12-26
CONV_0010037,POST_000541,CAMP_0065,INF_0057,154.43,432.03,1,0,1.0,2023-12-26
CONV_0010038,POST_000541,CAMP_0065,INF_0057,336.3,2269.04,3,0,0.3333,2023-12-26
CONV_0010039,POST_000541,CAMP_0065,INF_0057,277.33,1088.66,1,0,1.0,2023-12-26
CONV_0010040,POST_000542,CAMP_0065,INF_0027,153.86,619.12,3,0,0.3333,2023-12-29
CONV_0010041,POST_000542,CAMP_0065,INF_0027,308.65,2040.26,3,1,0.3333,2023-12-29
CONV_0010042,POST_000542,CAMP_0065,INF_0027,263.89,1957.23,3,0,0.3333,2023-12-29
CONV_0010043,POST_000542,CAMP_0065,INF_0027,422.82,2775.91,1,0,1.0,2023-12-29
CONV_0010044,POST_000542,CAMP_0065,INF_0027,27.43,160.75,3,1,0.3333,2023-12-29
CONV_0010045,POST_000542,CAMP_0065,INF_0027,282.9,856.07,1,1,1.0,2023-12-29
CONV_0010046,POST_000542,CAMP_0065,INF_0027,467.55,2084.41,3,0,0.3333,2023-12-29
CONV_0010047,POST_000542,CAMP_0065,INF_0027,196.66,519.29,4,1,0.25,2023-12-29
CONV_0010048,POST_000542,CAMP_0065,INF_0027,268.13,1071.32,2,0,0.5,2023-12-29
CONV_0010049,POST_000542,CAMP_0065,INF_0027,195.76,768.83,4,0,0.25,2023-12-29
CONV_0010050,POST_000542,CAMP_0065,INF_0027,120.7,493.06,3,0,0.3333,2023-12-29
CONV_0010051,POST_000542,CAMP_0065,INF_0027,48.62,153.92,4,0,0.25,2023-12-29
CONV_0010052,POST_000542,CAMP_0065,INF_0027,87.44,617.55,3,0,0.3333,2023-12-29
CONV_0010053,POST_000542,CAMP_0065,INF_0027,333.21,1427.28,2,0,0.5,2023-12-29
CONV_0010054,POST_000542,CAMP_0065,INF_0027,361.48,2089.0,2,0,0.5,2023-12-29
CONV_0010055,POST_000542,CAMP_0065,INF_0027,103.63,336.91,4,0,0.25,2023-12-29
CONV_0010056,POST_000542,CAMP_0065,INF_0027,346.85,1923.45,1,0,1.0,2023-12-29
CONV_0010057,POST_000542,CAMP_0065,INF_0027,207.1,949.21,1,1,1.0,2023-12-29
CONV_0010058,POST_000542,CAMP_0065,INF_0027,232.87,1035.77,3,1,0.3333,2023-12-29
CONV_0010059,POST_000542,CAMP_0065,INF_0027,331.28,2256.53,1,0,1.0,2023-12-29
CONV_0010060,POST_000543,CAMP_0066,INF_0071,79.38,582.86,3,0,0.3333,2023-10-23
CONV_0010061,POST_000543,CAMP_0066,INF_0071,131.06,540.6,4,0,0.25,2023-10-23
CONV_0010062,POST_000543,CAMP_0066,INF_0071,473.69,1644.9,2,0,0.5,2023-10-23
CONV_0010063,POST_000543,CAMP_0066,INF_0071,195.72,808.37,3,0,0.3333,2023-10-23
CONV_0010064,POST_000543,CAMP_0066,INF_0071,23.14,172.68,1,0,1.0,2023-10-23
CONV_0010065,POST_000543,CAMP_0066,INF_0071,254.13,716.92,3,1,0.3333,2023-10-23
CONV_0010066,POST_000543,CAMP_0066,INF_0071,418.01,3015.98,2,0,0.5,2023-10-23
CONV_0010067,POST_000543,CAMP_0066,INF_0071,470.56,2799.28,1,1,1.0,2023-10-23
CONV_0010068,POST_000543,CAMP_0066,INF_0071,393.67,2717.67,4,0,0.25,2023-10-23
CONV_0010069,POST_000543,CAMP_0066,INF_0071,82.85,570.96,1,0,1.0,2023-10-23
CONV_0010070,POST_000543,CAMP_0066,INF_0071,242.98,1673.79,4,0,0.25,2023-10-23
CONV_0010071,POST_000543,CAMP_0066,INF_0071,371.03,2344.76,2,0,0.5,2023-10-23
CONV_0010072,POST_000543,CAMP_0066,INF_0071,489.89,2576.72,1,1,1.0,2023-10-23
CONV_0010073,POST_000543,CAMP_0066,INF_0071,236.32,1124.63,4,1,0.25,2023-10-23
CONV_0010074,POST_000543,CAMP_0066,INF_0071,317.69,852.86,1,0,1.0,2023-10-23
CONV_0010075,POST_000543,CAMP_0066,INF_0071,262.7,637.96,4,0,0.25,2023-10-23
CONV_0010076,POST_000543,CAMP_0066,INF_0071,385.48,2737.25,2,0,0.5,2023-10-23
CONV_0010077,POST_000543,CAMP_0066,INF_0071,433.24,2492.05,3,1,0.3333,2023-10-23
CONV_0010078,POST_000543,CAMP_0066,INF_0071,83.91,508.61,1,1,1.0,2023-10-23
CONV_0010079,POST_000543,CAMP_0066,INF_0071,135.86,379.29,3,0,0.3333,2023-10-23
CONV_0010080,POST_000544,CAMP_0066,INF_0051,451.44,1690.32,1,1,1.0,2023-10-23
CONV_0010081,POST_000544,CAMP_0066,INF_0051,291.49,2080.17,2,0,0.5,2023-10-23
CONV_0010082,POST_000544,CAMP_0066,INF_0051,293.19,1784.67,2,0,0.5,2023-10-23
CONV_0010083,POST_000544,CAMP_0066,INF_0051,479.21,2263.07,4,1,0.25,2023-10-23
CONV_0010084,POST_000544,CAMP_0066,INF_0051,162.3,877.12,4,1,0.25,2023-10-23
CONV_0010085,POST_000544,CAMP_0066,INF_0051,194.69,923.5,3,1,0.3333,2023-10-23
CONV_0010086,POST_000544,CAMP_0066,INF_0051,179.59,1105.61,3,0,0.3333,2023-10-23
CONV_0010087,POST_000544,CAMP_0066,INF_0051,56.73,395.02,3,1,0.3333,2023-10-23
CONV_0010088,POST_000544,CAMP_0066,INF_0051,122.18,832.72,1,0,1.0,2023-10-23
CONV_0010089,POST_000544,CAMP_0066,INF_0051,137.0,1060.57,3,0,0.3333,2023-10-23
CONV_0010090,POST_000544,CAMP_0066,INF_0051,157.22,875.58,3,1,0.3333,2023-10-23
CONV_0010091,POST_000544,CAMP_0066,INF_0051,159.1,784.52,2,1,0.5,2023-10-23
CONV_0010092,POST_000544,CAMP_0066,INF_0051,309.04,1429.35,1,1,1.0,2023-10-23
CONV_0010093,POST_000544,CAMP_0066,INF_0051,430.29,1323.18,2,0,0.5,2023-10-23
CONV_0010094,POST_000544,CAMP_0066,INF_0051,190.43,1503.44,2,1,0.5,2023-10-23
CONV_0010095,POST_000544,CAMP_0066,INF_0051,79.23,279.09,4,0,0.25,2023-10-23
CONV_0010096,POST_000544,CAMP_0066,INF_0051,163.72,790.62,1,0,1.0,2023-10-23
CONV_0010097,POST_000544,CAMP_0066,INF_0051,360.34,1877.85,2,0,0.5,2023-10-23
CONV_0010098,POST_000544,CAMP_0066,INF_0051,360.12,1822.31,1,1,1.0,2023-10-23
CONV_0010099,POST_000544,CAMP_0066,INF_0051,151.11,1060.47,2,0,0.5,2023-10-23
CONV_0010100,POST_000545,CAMP_0066,INF_0019,389.88,1538.51,2,0,0.5,2023-10-20
CONV_0010101,POST_000545,CAMP_0066,INF_0019,129.98,435.45,3,1,0.3333,2023-10-20
CONV_0010102,POST_000545,CAMP_0066,INF_0019,268.33,1678.45,1,0,1.0,2023-10-20
CONV_0010103,POST_000545,CAMP_0066,INF_0019,36.58,79.48,1,0,1.0,2023-10-20
CONV_0010104,POST_000545,CAMP_0066,INF_0019,356.27,1824.52,3,1,0.3333,2023-10-20
CONV_0010105,POST_000545,CAMP_0066,INF_0019,401.12,2982.54,4,0,0.25,2023-10-20
CONV_0010106,POST_000545,CAMP_0066,INF_0019,296.59,1276.59,4,0,0.25,2023-10-20
CONV_0010107,POST_000545,CAMP_0066,INF_0019,329.15,2339.24,4,0,0.25,2023-10-20
CONV_0010108,POST_000545,CAMP_0066,INF_0019,465.21,1887.91,1,0,1.0,2023-10-20
CONV_0010109,POST_000545,CAMP_0066,INF_0019,129.92,370.89,4,0,0.25,2023-10-20
CONV_0010110,POST_000545,CAMP_0066,INF_0019,383.72,3056.88,2,0,0.5,2023-10-20
CONV_0010111,POST_000545,CAMP_0066,INF_0019,405.61,1771.99,4,1,0.25,2023-10-20
CONV_0010112,POST_000545,CAMP_0066,INF_0019,233.6,1732.65,2,0,0.5,2023-10-20
CONV_0010113,POST_000545,CAMP_0066,INF_0019,291.54,1777.81,3,1,0.3333,2023-10-20
CONV_0010114,POST_000545,CAMP_0066,INF_0019,138.01,474.2,2,1,0.5,2023-10-20
CONV_0010115,POST_000545,CAMP_0066,INF_0019,261.72,537.37,2,0,0.5,2023-10-20
CONV_0010116,POST_000545,CAMP_0066,INF_0019,176.56,1258.95,1,0,1.0,2023-10-20
CONV_0010117,POST_000545,CAMP_0066,INF_0019,158.06,567.54,4,0,0.25,2023-10-20
CONV_0010118,POST_000545,CAMP_0066,INF_0019,247.67,1505.62,1,0,1.0,2023-10-20
CONV_0010119,POST_000545,CAMP_0066,INF_0019,44.25,200.11,3,0,0.3333,2023-10-20
CONV_0010120,POST_000546,CAMP_0066,INF_0100,411.52,3272.47,2,0,0.5,2023-10-27
CONV_0010121,POST_000546,CAMP_0066,INF_0100,78.57,387.6,4,0,0.25,2023-10-27
CONV_0010122,POST_000546,CAMP_0066,INF_0100,395.31,1279.52,2,0,0.5,2023-10-27
CONV_0010123,POST_000546,CAMP_0066,INF_0100,192.96,565.66,2,0,0.5,2023-10-27
CONV_0010124,POST_000546,CAMP_0066,INF_0100,379.3,1788.51,3,0,0.3333,2023-10-27
CONV_0010125,POST_000546,CAMP_0066,INF_0100,100.92,607.31,2,1,0.5,2023-10-27
CONV_0010126,POST_000546,CAMP_0066,INF_0100,437.83,2705.83,1,0,1.0,2023-10-27
CONV_0010127,POST_000546,CAMP_0066,INF_0100,28.67,79.51,1,1,1.0,2023-10-27
CONV_0010128,POST_000546,CAMP_0066,INF_0100,333.82,1551.58,1,0,1.0,2023-10-27
CONV_0010129,POST_000546,CAMP_0066,INF_0100,172.05,544.87,4,0,0.25,2023-10-27
